female,moth_birthyr,fath_birthyr,married,age,employed,degree,asset_inc,labor_inc,total_wealth,total_income
0,1980.0,,0,23.0,1,0,0,14400,0,14400
1,1981.0,,0,19.0,1,0,0,18003,0,18003
1,,,0,22.0,3,0,0,28000,0,28000
1,1982.0,1981.0,0,20.0,3,0,0,5520,0,5520
1,,,0,18.0,3,0,0,5160,0,5160
0,,,1,85.0,4,0,0,0,100,100
0,1980.0,1978.0,0,24.0,1,0,0,24000,0,24000
1,1980.0,1978.0,0,22.0,1,0,0,12000,0,12000
0,1982.0,1980.0,0,19.0,1,0,0,7500,0,7500
1,1986.0,1985.0,0,19.0,1,0,0,20160,0,20160
0,1982.0,1980.0,0,17.0,1,0,0,14400,0,14400
1,1973.0,,0,20.0,1,0,0,35360,0,35360
1,1977.0,1971.0,0,21.0,1,0,0,14400,0,14400
0,1977.0,1971.0,0,19.0,1,0,0,2000,0,2000
1,,,0,56.0,1,0,0,32000,0,32000
0,1980.0,1977.0,0,22.0,1,0,0,20000,0,20000
0,,,1,63.0,4,0,0,5539,0,5539
0,1966.0,1965.0,0,24.0,1,0,0,14400,0,14400
1,1963.0,,0,34.0,1,0,0,1300,0,1300
0,,,0,,1,0,0,110000,0,110000
0,1973.0,1973.0,0,19.0,1,0,0,2160,0,2160
1,1963.0,1963.0,0,33.0,1,4,0,14400,0,14400
1,1980.0,1978.0,0,19.0,1,0,0,5000,0,5000
1,,,0,69.0,1,0,0,14400,0,14400
1,1941.0,1942.0,0,40.0,1,1,0,48000,0,48000
0,1966.0,1965.0,0,17.0,7,0,0,7200,0,7200
0,1962.0,1962.0,0,34.0,1,0,0,14400,0,14400
0,1962.0,1962.0,0,34.0,1,0,0,14400,0,14400
1,1983.0,1982.0,0,18.0,1,0,0,5000,0,5000
0,1958.0,1961.0,0,33.0,6,0,0,4366,0,5704
1,1965.0,1958.0,0,19.0,7,0,0,400,0,400
0,1974.0,1977.0,0,20.0,1,0,0,7200,0,7200
0,1974.0,1977.0,0,17.0,1,0,0,10800,0,10800
1,1971.0,1967.0,0,17.0,7,0,0,3980,0,3980
0,,,0,36.0,1,0,0,60000,0,60000
1,1978.0,1977.0,0,21.0,1,0,0,16950,0,16950
1,1978.0,1977.0,0,18.0,3,0,0,14400,0,14400
1,1977.0,1974.0,0,17.0,1,0,0,700,0,700
0,,,1,22.0,1,0,0,25000,0,25000
0,1972.0,1972.0,0,29.0,1,0,0,32000,0,32000
0,1985.0,1984.0,0,19.0,1,0,0,50400,0,50400
0,1985.0,1984.0,0,17.0,1,0,0,8320,0,8320
0,,,1,38.0,1,0,0,14400,0,14400
1,,,0,79.0,4,0,0,0,0,126000
1,1981.0,1981.0,0,18.0,7,0,0,4000,0,4000
0,1981.0,1981.0,0,16.0,7,0,0,2000,0,2000
0,1981.0,,0,20.0,1,0,0,40000,0,40000
0,1988.0,,0,17.0,7,0,0,1760,0,1760
1,1983.0,1980.0,0,19.0,1,0,0,18000,0,18000
1,1981.0,1978.0,0,16.0,1,0,0,9464,0,9464
1,1983.0,1980.0,0,17.0,1,0,0,14400,0,14400
1,1981.0,1979.0,0,17.0,1,0,0,3060,0,3060
0,,,0,42.0,1,0,0,40000,0,40000
1,1975.0,1970.0,0,20.0,1,0,0,16380,0,16380
1,,,0,49.0,1,3,0,68000,0,68000
0,,,0,17.0,7,0,0,14400,0,14400
1,1980.0,1981.0,0,22.0,1,0,0,14400,0,14400
0,1980.0,1981.0,0,19.0,1,0,0,14400,0,14400
1,1932.0,1929.0,0,59.0,5,0,0,14400,0,14400
0,1971.0,1968.0,0,20.0,1,0,0,14400,0,14400
0,1974.0,1973.0,0,19.0,1,0,0,18000,0,18000
0,1961.0,1954.0,0,26.0,2,0,0,1440,0,1440
0,1969.0,1962.0,0,23.0,3,0,0,11040,0,11040
0,1969.0,1962.0,0,21.0,3,0,0,12320,0,12320
1,1980.0,,0,24.0,1,0,0,14400,0,14400
1,1959.0,1955.0,0,31.0,1,2,0,22752,0,22752
0,1968.0,1967.0,0,27.0,1,0,0,22000,0,22000
1,1975.0,1975.0,0,18.0,7,0,0,3000,0,3000
1,1983.0,1973.0,0,17.0,1,0,0,4000,0,4000
1,1983.0,1973.0,0,17.0,7,0,0,10000,0,10000
0,1985.0,1985.0,0,17.0,1,0,0,3300,0,3300
1,,,0,43.0,1,0,0,45000,0,45000
0,,,0,25.0,1,3,0,25000,0,25000
1,1951.0,1949.0,0,50.0,1,0,0,14400,0,14400
0,1972.0,,0,22.0,1,0,0,14400,0,14400
0,,1978.0,0,22.0,1,0,0,30000,0,30000
1,1974.0,,0,23.0,1,0,0,26000,0,26000
0,1970.0,1971.0,0,18.0,7,0,0,6000,0,6000
0,1948.0,1946.0,0,34.0,1,0,0,35000,0,35000
0,1961.0,1957.0,0,26.0,1,0,0,14400,0,14400
0,1962.0,,0,32.0,3,0,0,352,0,352
1,1988.0,1984.0,0,18.0,1,0,0,14400,0,14400
1,1973.0,1974.0,0,18.0,7,0,0,1500,0,1500
0,1969.0,1968.0,0,19.0,7,0,0,11250,0,11250
0,1969.0,1968.0,0,18.0,7,0,0,9216,0,9216
0,1969.0,1968.0,0,15.0,0,0,0,25200,0,25200
0,1969.0,1970.0,0,29.0,3,2,0,14400,0,14400
1,,1951.0,0,27.0,1,0,0,14400,0,14400
0,1959.0,,0,28.0,1,0,0,50000,0,50000
0,1959.0,,0,23.0,1,0,0,65000,0,65000
0,1959.0,1958.0,1,36.0,1,0,0,79000,0,79000
1,,,0,60.0,1,0,0,14400,0,14400
0,,,0,63.0,2,0,0,14400,0,14400
1,1958.0,1954.0,0,31.0,1,3,0,14400,0,14400
0,1943.0,,0,63.0,1,0,0,14400,0,14400
1,1943.0,,0,59.0,1,0,0,14400,0,14400
1,1961.0,,0,22.0,1,0,0,6855,0,6855
0,1939.0,,0,64.0,1,0,0,14400,0,14400
0,1964.0,1962.0,0,36.0,1,0,0,26000,0,26000
0,1964.0,1962.0,0,23.0,3,0,0,10798,0,10798
0,1972.0,1974.0,0,19.0,7,0,0,3000,0,3000
1,1966.0,1967.0,0,27.0,1,2,0,40000,0,40000
1,1966.0,1967.0,0,23.0,1,0,0,20000,0,20000
0,1973.0,1948.0,0,21.0,1,3,0,21415,0,21415
1,1970.0,1969.0,0,30.0,1,0,0,14400,0,14400
1,1970.0,1969.0,0,28.0,1,0,0,14400,0,14400
1,,,0,75.0,4,0,0,4000,0,4000
0,,,0,33.0,1,0,0,35000,0,35000
0,1964.0,,0,39.0,1,0,0,14400,0,14400
0,1964.0,,0,26.0,1,0,0,14400,0,14400
1,1989.0,,0,17.0,6,0,0,2160,0,2160
0,,1962.0,0,32.0,1,2,0,56000,0,56000
0,1962.0,1962.0,0,26.0,3,4,0,14400,0,14400
0,,,0,28.0,1,2,0,50000,0,50000
0,1977.0,1966.0,0,31.0,1,0,0,104000,0,104000
0,1958.0,,1,32.0,1,0,0,70000,0,70000
1,1958.0,,0,29.0,1,0,0,50000,0,50000
0,1958.0,,1,46.0,1,0,0,50000,0,50000
1,,,1,35.0,1,2,0,50000,0,50000
1,,,1,29.0,1,0,0,50000,0,50000
0,1960.0,1965.0,0,27.0,1,0,0,39520,0,39520
1,1960.0,,0,37.0,1,0,0,15000,0,15000
0,1964.0,,0,30.0,1,2,0,54080,850,54930
0,1939.0,1935.0,0,53.0,1,0,0,100000,0,100000
1,1967.0,1968.0,0,28.0,1,0,0,14400,0,14400
0,,,0,59.0,1,0,0,14400,0,14400
0,1971.0,,0,26.0,1,0,0,20000,0,20000
1,1961.0,,0,39.0,1,0,0,30000,0,30000
0,1980.0,1966.0,0,26.0,1,0,0,14400,0,14400
1,1980.0,1966.0,0,24.0,1,0,0,14400,0,14400
1,1968.0,1970.0,0,21.0,1,0,0,31200,0,31200
0,1973.0,1977.0,0,21.0,1,0,0,20000,0,20000
1,,,0,48.0,1,0,0,14400,0,14400
1,,,0,25.0,1,0,0,14400,0,14400
1,1955.0,1951.0,0,29.0,1,2,0,70000,0,70000
0,,1940.0,0,35.0,1,0,0,14400,0,14400
1,1976.0,1974.0,0,19.0,1,0,0,4640,0,4640
1,,1967.0,0,25.0,1,0,0,7040,0,7040
1,1965.0,1965.0,0,30.0,1,3,0,30000,0,30000
0,1965.0,1965.0,0,24.0,3,0,0,22000,0,22000
0,1981.0,,0,23.0,1,0,0,14400,0,14400
0,1963.0,1957.0,0,30.0,1,0,0,14400,0,14400
1,1950.0,,1,48.0,1,2,0,14400,0,14400
0,1975.0,1973.0,0,19.0,1,0,0,14400,0,14400
0,1975.0,1973.0,0,18.0,1,0,0,14400,0,14400
0,,,1,50.0,1,0,0,14400,0,14400
0,1965.0,1965.0,0,27.0,3,0,0,16800,0,16800
1,1965.0,1965.0,0,25.0,7,0,0,1800,0,1800
1,,,0,27.0,1,1,0,38996,0,38996
1,1971.0,1961.0,0,24.0,3,0,0,8000,0,8000
1,1987.0,1983.0,0,19.0,7,0,0,1400,0,1400
0,,,0,,1,0,0,14400,0,14400
0,1978.0,,0,21.0,1,0,0,14493,0,14493
0,1968.0,1972.0,0,19.0,1,0,0,18000,0,18000
0,1968.0,1972.0,0,17.0,1,0,0,14400,0,14400
0,1980.0,1977.0,0,17.0,7,0,0,500,0,500
0,1961.0,1964.0,0,26.0,1,0,0,14400,0,14400
0,1965.0,1965.0,1,30.0,1,0,0,14400,0,14400
1,1965.0,1965.0,0,28.0,1,0,0,41600,0,41600
0,1960.0,1961.0,0,36.0,3,0,0,37000,0,37000
0,1982.0,1983.0,0,19.0,1,0,0,10800,0,10800
1,1969.0,,0,20.0,1,0,0,20000,0,20000
1,1968.0,1966.0,0,30.0,1,0,0,14400,0,14400
0,1968.0,1966.0,0,23.0,1,0,0,14400,0,14400
1,1968.0,1966.0,0,21.0,1,0,0,14400,0,14400
0,,,1,66.0,4,0,0,14400,0,14400
1,,,1,65.0,2,0,0,14400,0,14400
0,1957.0,1956.0,0,32.0,1,2,0,14400,0,14400
1,,,0,57.0,1,0,0,70000,0,118000
0,1966.0,,0,17.0,7,0,0,1000,0,1000
0,1964.0,1963.0,0,30.0,1,3,0,14400,0,14400
1,1942.0,1934.0,0,49.0,1,0,0,14400,0,14400
1,1974.0,,0,21.0,7,0,0,14400,0,14400
1,,1972.0,0,18.0,1,0,0,6000,0,6000
0,1971.0,1966.0,0,32.0,1,0,0,40000,0,40000
1,1962.0,1964.0,0,32.0,1,2,0,50000,0,50000
0,1971.0,1969.0,0,26.0,1,0,0,18000,0,18000
1,1962.0,1959.0,0,28.0,1,1,0,14400,0,14400
0,,,0,23.0,1,0,0,24960,0,24960
0,1957.0,1954.0,0,32.0,9,0,0,14400,0,14400
1,1984.0,,0,21.0,1,0,0,10000,0,10000
0,1984.0,,0,19.0,1,0,0,4000,0,4000
1,,,0,40.0,1,0,0,60000,0,60000
0,1977.0,,0,22.0,1,0,0,14400,0,14400
0,,,0,40.0,1,1,0,34000,0,34000
1,,,0,25.0,9,0,0,13000,0,13000
1,1963.0,1963.0,0,29.0,1,2,0,40000,0,40000
1,1963.0,1963.0,0,27.0,1,0,0,30000,0,30000
1,1970.0,1969.0,0,21.0,1,0,0,14000,0,14000
0,1970.0,1969.0,0,18.0,1,0,0,9000,0,9000
0,1975.0,1972.0,0,17.0,7,0,0,0,1500,1500
0,1983.0,,0,21.0,7,0,0,14400,0,14400
0,1967.0,1952.0,0,30.0,1,0,0,17000,0,17000
0,1976.0,1971.0,0,19.0,1,0,0,3462,0,3462
0,1947.0,,1,45.0,1,0,0,22400,0,22400
0,1979.0,1978.0,0,23.0,1,0,0,14400,0,14400
1,1985.0,1981.0,0,18.0,1,0,0,12000,0,12000
1,1978.0,,0,26.0,1,1,0,14400,0,14400
0,1975.0,,0,22.0,1,0,0,18000,0,18000
1,1963.0,1957.0,1,31.0,1,0,0,75000,0,75000
0,1963.0,1957.0,1,29.0,1,2,0,80000,0,80000
0,,,1,33.0,1,2,0,75000,0,75000
1,,,1,29.0,1,2,0,27694,0,27694
0,,1959.0,0,36.0,1,2,0,120000,0,120000
0,,1980.0,0,22.0,1,0,0,31824,0,31824
0,,,0,59.0,1,0,0,14400,0,14400
0,1978.0,1978.0,0,25.0,1,0,0,20400,0,20400
0,1966.0,1949.0,0,35.0,1,0,0,14400,0,14400
0,1966.0,1949.0,0,32.0,1,2,0,14400,0,14400
1,1945.0,,0,56.0,1,0,0,14400,0,14400
1,,,0,60.0,1,0,0,56000,0,56000
0,,,0,59.0,1,0,0,28000,0,28000
0,,,0,38.0,1,4,0,30000,0,30000
1,,1944.0,1,44.0,1,0,0,24000,0,24000
0,1977.0,1979.0,0,19.0,1,0,0,4000,0,4000
0,,,0,44.0,1,0,0,52000,0,52000
1,1963.0,,0,22.0,1,0,0,20000,0,20000
0,1975.0,1973.0,0,21.0,1,0,0,58000,0,58000
1,1975.0,1973.0,0,18.0,7,0,0,15000,0,15000
0,,,0,29.0,1,2,0,14400,0,14400
1,1966.0,1965.0,0,21.0,1,0,0,17000,0,17000
0,1960.0,1967.0,0,26.0,1,4,0,30000,0,30000
1,1960.0,,0,41.0,1,0,0,22000,0,22000
0,1968.0,1966.0,0,25.0,3,2,0,14400,0,14400
0,1966.0,1955.0,0,28.0,1,2,0,37800,0,37800
1,1980.0,1976.0,0,21.0,7,0,0,1200,0,1200
0,1980.0,1976.0,0,20.0,7,0,0,1200,0,1200
1,1971.0,1974.0,0,22.0,1,4,0,15000,0,15000
1,1961.0,1966.0,0,21.0,1,0,0,12000,0,12000
0,1970.0,1972.0,0,20.0,1,0,0,1000,0,1000
0,1977.0,1968.0,0,21.0,1,1,0,14400,0,14400
1,,,1,41.0,1,0,0,14400,0,14400
1,1989.0,,0,18.0,1,0,0,4000,0,4000
1,1944.0,,0,61.0,1,0,0,14400,0,14400
1,,,0,37.0,1,2,0,14400,0,14400
0,,,0,25.0,1,0,0,14400,0,14400
0,1980.0,1980.0,0,22.0,7,0,0,10000,0,10000
1,1980.0,1976.0,0,21.0,1,0,0,14400,0,14400
1,1988.0,,0,18.0,1,0,0,1100,0,1100
0,,,0,64.0,1,0,0,14400,0,14400
0,1955.0,,0,33.0,1,0,0,19197,0,19197
1,1972.0,1969.0,0,20.0,3,0,0,4000,0,4000
0,1963.0,1960.0,0,39.0,1,0,0,14400,0,14400
1,1963.0,1960.0,0,29.0,1,0,0,14400,0,14400
1,1968.0,,0,31.0,1,0,0,50000,0,50000
1,1968.0,1967.0,0,24.0,1,0,0,25000,0,25000
1,1989.0,,0,20.0,3,0,0,15000,0,15000
0,1979.0,1978.0,0,21.0,1,0,0,14400,0,14400
0,,,0,33.0,9,2,0,14400,0,14400
1,1969.0,1963.0,0,22.0,1,1,0,3000,0,3000
0,1980.0,1979.0,0,19.0,1,0,0,3692,0,3692
0,1994.0,,0,8.0,0,0,0,80000,0,80000
1,1964.0,1962.0,0,34.0,1,0,0,40000,0,40000
0,1982.0,1978.0,0,20.0,7,4,0,14400,0,14400
1,1959.0,1957.0,0,30.0,1,0,0,14400,0,14400
1,,,0,54.0,1,0,0,125000,0,125000
0,1974.0,1962.0,0,18.0,7,0,0,92,0,92
0,1963.0,1962.0,0,31.0,1,0,0,14400,0,14400
0,1958.0,,0,26.0,1,0,0,25000,0,25000
1,1953.0,1953.0,0,42.0,1,0,0,12000,0,12000
0,,,0,57.0,1,0,0,50000,0,50000
1,1978.0,1977.0,0,21.0,9,0,0,23920,0,23920
1,1983.0,1981.0,0,18.0,7,1,0,4950,0,4950
0,1973.0,,0,29.0,3,1,0,14400,0,14400
0,1952.0,1949.0,0,38.0,1,0,0,14400,0,14400
1,1955.0,1958.0,0,42.0,1,4,0,120000,0,120000
0,,,0,22.0,7,0,0,6000,0,6000
1,,1978.0,0,26.0,3,2,0,14400,0,14400
0,1977.0,1968.0,0,25.0,1,0,0,14400,0,14400
1,1977.0,1968.0,0,23.0,7,0,0,40000,0,40000
1,1966.0,1963.0,0,23.0,1,0,0,14400,0,14400
1,1975.0,1974.0,0,23.0,1,1,0,35000,0,35000
0,,,1,63.0,0,0,0,18300,0,18300
0,1962.0,1959.0,0,28.0,9,0,0,3500,0,3500
0,1972.0,1966.0,0,21.0,1,0,0,30000,0,30000
1,,1957.0,0,26.0,1,1,0,14400,0,14400
0,1978.0,1977.0,0,24.0,1,0,0,14400,0,14400
1,1966.0,1965.0,0,30.0,1,3,0,14400,0,14400
1,1964.0,1964.0,0,26.0,1,2,0,14400,0,14400
0,1964.0,1964.0,0,21.0,1,0,0,10000,0,10000
1,1973.0,1967.0,0,23.0,1,0,0,21200,0,21200
0,1973.0,1967.0,0,19.0,1,0,0,10500,0,10500
1,1974.0,1972.0,0,30.0,1,0,0,1920,0,1920
1,1967.0,1962.0,0,25.0,1,0,0,11078,0,11078
1,1959.0,1964.0,0,38.0,1,0,0,14400,0,14400
1,1962.0,1960.0,1,41.0,1,4,0,14400,0,14400
0,,,1,39.0,1,0,0,30000,0,30000
1,1965.0,1966.0,0,29.0,1,0,0,48000,0,48000
0,,,0,21.0,1,0,0,35000,0,35000
0,1971.0,1969.0,0,27.0,3,1,0,14400,0,14400
1,1978.0,1976.0,0,18.0,7,0,0,5000,0,5000
1,,,0,53.0,1,0,0,14400,0,14400
0,1959.0,1957.0,0,31.0,1,0,0,14400,0,14400
1,,,1,33.0,1,0,0,14400,0,14400
0,,,1,37.0,1,0,0,9720,0,9720
1,1983.0,,0,23.0,1,0,0,14400,0,14400
0,1956.0,1948.0,0,39.0,1,2,0,14400,0,14400
0,1956.0,1948.0,0,30.0,1,2,0,14400,0,14400
1,,1955.0,0,32.0,1,0,0,14400,0,14400
0,1970.0,1968.0,0,26.0,1,0,0,23000,0,23000
0,1982.0,1982.0,0,23.0,1,0,0,24960,0,24960
0,1971.0,,0,29.0,1,0,0,36400,0,36400
0,1971.0,,0,23.0,1,0,0,24000,0,24000
1,1971.0,,0,22.0,1,0,0,3000,0,3000
1,1956.0,1953.0,1,32.0,1,2,0,14400,0,14400
1,1977.0,1972.0,0,17.0,7,0,0,2000,0,2000
0,1977.0,1972.0,0,16.0,7,0,0,2000,0,2000
0,,,1,34.0,1,0,0,14400,0,14400
0,1979.0,1981.0,0,18.0,1,0,0,25300,0,25300
1,1977.0,1980.0,0,17.0,1,0,0,7000,0,7000
1,1960.0,1952.0,0,34.0,7,0,0,9229,0,9229
0,,1968.0,0,27.0,1,0,0,14400,0,14400
0,,1968.0,0,21.0,7,0,0,14400,0,14400
1,,,0,63.0,1,0,0,32000,0,32000
0,1985.0,,0,17.0,7,0,0,1200,0,1200
1,1950.0,,0,46.0,1,0,0,14400,0,14400
0,,1980.0,0,19.0,1,0,0,18000,0,18000
0,,1980.0,0,24.0,1,0,0,26000,0,26000
0,1980.0,1973.0,0,22.0,1,0,0,16000,0,16000
0,1976.0,1957.0,0,21.0,7,0,0,5704,0,5704
0,1965.0,1955.0,0,29.0,9,1,0,60000,0,60000
0,1980.0,1976.0,0,17.0,7,0,0,200,0,200
0,1987.0,1980.0,0,17.0,7,0,0,7000,0,7000
0,,,0,62.0,1,0,0,23000,0,23000
1,,,0,63.0,1,0,0,14000,0,14000
0,,,0,40.0,1,0,0,35000,0,35000
0,,,0,37.0,1,0,0,40000,0,40000
0,,,0,35.0,1,0,0,32000,0,32000
1,1977.0,1973.0,0,27.0,1,0,0,57591,0,57591
0,,1974.0,0,25.0,1,0,0,14400,0,14400
0,1964.0,,0,24.0,1,0,0,17000,0,17000
1,,,0,38.0,1,0,0,35000,0,35000
1,,,0,45.0,1,2,0,14400,0,14400
0,1982.0,1978.0,0,22.0,1,0,0,14400,0,14400
1,1990.0,,0,18.0,3,0,0,825,0,825
1,,,0,61.0,1,0,0,20000,0,20000
0,1981.0,1974.0,0,23.0,1,0,0,44400,0,44400
1,1981.0,1974.0,0,21.0,1,3,0,20500,0,20500
0,1981.0,1974.0,0,20.0,1,0,0,40000,0,40000
0,1992.0,1985.0,0,13.0,0,0,0,40000,0,40000
0,1981.0,1980.0,0,18.0,3,0,0,2000,0,2000
0,1981.0,,0,16.0,7,0,0,3500,0,3500
0,,,1,38.0,1,0,0,80000,0,80000
0,1973.0,1971.0,0,22.0,1,0,0,14400,0,14400
1,,,0,61.0,1,0,0,14400,0,14400
0,,,0,68.0,1,0,0,14400,0,14400
0,1978.0,,0,23.0,1,0,0,47196,0,47196
0,1978.0,,0,19.0,3,0,0,8880,0,8880
1,1974.0,1971.0,0,24.0,1,0,0,14400,0,14400
1,1978.0,1980.0,0,23.0,1,0,0,10400,0,10400
1,1978.0,1980.0,0,22.0,1,0,0,20800,0,20800
1,1982.0,1972.0,0,21.0,1,0,0,35000,0,35000
0,1964.0,1951.0,0,22.0,1,0,0,14400,0,14400
0,1982.0,1978.0,0,24.0,1,0,0,26400,0,26400
0,1982.0,1978.0,0,20.0,1,0,0,15000,0,15000
0,1978.0,1973.0,0,19.0,7,0,0,577,0,577
0,1967.0,1963.0,0,32.0,3,0,0,14400,0,14400
1,1978.0,,0,24.0,1,1,0,14400,0,14400
0,1978.0,,0,20.0,1,0,0,14400,0,14400
1,1978.0,,0,19.0,1,0,0,14400,0,14400
0,,,0,24.0,1,0,0,14400,0,14400
0,1964.0,1959.0,0,29.0,1,2,0,70000,0,70000
0,1964.0,1959.0,0,23.0,1,0,0,40000,0,40000
0,1959.0,1953.0,0,33.0,1,0,0,17000,0,17000
0,1959.0,,1,40.0,1,0,0,70000,0,70000
1,,,1,35.0,1,0,0,43500,0,43500
1,,,0,63.0,1,0,0,28000,0,28000
1,1973.0,1972.0,0,20.0,7,0,0,1600,0,1600
0,1973.0,,0,18.0,7,0,0,2400,0,2400
1,1975.0,,1,25.0,7,2,0,300,0,300
1,1980.0,,0,21.0,1,0,0,14400,0,14400
0,1976.0,1982.0,0,19.0,1,0,0,14000,0,14000
1,1976.0,1982.0,0,17.0,1,0,0,6000,0,6000
0,1984.0,,0,19.0,1,0,0,8250,0,8250
1,,,0,35.0,2,0,0,14400,0,14400
1,1972.0,,0,24.0,3,0,0,14400,0,14400
0,1977.0,,0,24.0,1,0,0,45000,0,45000
1,,,0,72.0,1,0,0,30000,0,30000
1,1963.0,1959.0,0,39.0,1,0,0,31200,0,31200
1,1963.0,1959.0,0,29.0,3,0,0,18200,0,18200
0,1982.0,1973.0,0,22.0,1,2,0,14400,0,14400
0,1976.0,,0,25.0,1,0,0,41600,0,41600
1,1976.0,,0,21.0,1,0,0,5446,0,5446
1,1959.0,1957.0,0,32.0,1,0,0,45000,0,45000
0,1982.0,1972.0,0,20.0,7,0,0,5000,0,5000
1,1982.0,1972.0,0,17.0,1,0,0,15000,0,15000
1,1980.0,1981.0,0,20.0,1,0,0,7000,0,7000
1,,,1,37.0,9,2,0,14400,0,14400
0,1970.0,1969.0,0,26.0,1,0,0,60000,0,60000
0,1979.0,,0,25.0,1,0,0,14400,0,14400
1,1956.0,1954.0,0,38.0,1,2,0,160000,0,160000
1,1956.0,1954.0,0,33.0,1,0,0,167500,0,167500
0,,,1,43.0,2,0,0,67600,0,67600
0,1983.0,,0,22.0,1,0,0,25000,0,25000
1,1978.0,,0,24.0,3,0,0,14400,0,14400
0,1978.0,,0,21.0,3,0,0,14400,0,14400
1,,,0,64.0,4,0,0,5000,0,5000
0,1976.0,1975.0,0,26.0,1,3,0,92000,0,92000
0,1980.0,1972.0,0,21.0,1,0,0,14400,0,14400
0,1980.0,1972.0,0,18.0,1,0,0,25,0,25
0,1964.0,,0,31.0,3,0,0,27040,0,27040
0,,,0,41.0,1,0,0,50000,0,50000
0,,,0,21.0,1,0,0,25000,0,25000
1,1959.0,1953.0,1,27.0,1,0,0,45000,0,45000
0,,,1,22.0,1,0,0,50000,0,50000
1,1959.0,1953.0,1,31.0,1,0,0,14400,0,14400
0,,,1,36.0,1,0,0,60000,0,60000
0,,,1,25.0,1,0,0,65000,0,65000
0,,,0,66.0,1,0,0,14400,0,14400
0,,,0,41.0,1,3,0,100,0,100
0,,,0,45.0,1,0,0,14400,0,14400
1,,,1,44.0,1,0,0,17309,0,17309
0,1985.0,1979.0,0,18.0,1,0,0,4271,0,4271
0,1985.0,1979.0,0,17.0,7,0,0,2000,0,2000
0,1977.0,1954.0,0,23.0,1,0,0,14400,0,14400
1,1963.0,1955.0,0,33.0,1,2,0,14400,0,14400
1,,,0,42.0,1,0,0,30000,0,30000
0,,,0,22.0,1,0,0,14400,0,14400
0,1955.0,1950.0,0,41.0,1,3,0,96946,753,97699
0,,,0,42.0,1,0,0,32640,0,32640
0,1974.0,1974.0,0,24.0,1,0,0,10000,0,10000
1,,,0,52.0,4,0,0,2500,0,2500
1,1971.0,,0,31.0,1,0,0,6000,0,6000
0,1965.0,1955.0,0,19.0,1,0,0,10200,0,10200
0,,,0,20.0,1,0,0,12000,0,12000
1,1978.0,1974.0,0,23.0,1,1,0,25000,0,25000
1,1978.0,1974.0,0,21.0,3,0,0,11000,0,11000
0,1959.0,1957.0,0,33.0,3,0,0,14400,0,14400
1,,,0,57.0,1,0,0,50000,0,50000
0,1977.0,1966.0,0,24.0,1,0,0,25000,0,25000
1,1977.0,1966.0,0,22.0,1,0,0,20000,0,20000
1,1977.0,1966.0,1,19.0,1,0,0,25000,0,25000
1,1965.0,,0,26.0,1,0,0,11814,0,11814
1,,,0,36.0,9,0,0,24000,0,24000
1,1987.0,,0,18.0,7,0,0,20200,0,20200
0,1972.0,1970.0,0,22.0,1,0,0,14400,0,14400
0,1979.0,,0,19.0,1,0,0,25000,0,25000
1,1979.0,,0,17.0,1,0,0,16600,0,16600
1,1982.0,,0,21.0,7,0,250,12250,250,12500
0,1959.0,,0,25.0,1,0,0,3520,0,3520
0,1959.0,,0,36.0,1,0,0,14400,0,14400
0,1966.0,,0,27.0,1,0,0,14400,0,14400
0,1984.0,,0,21.0,6,0,0,42000,0,42000
1,1954.0,1954.0,0,40.0,1,0,0,5452,0,5452
1,1928.0,,0,77.0,4,0,0,33600,0,33600
1,1980.0,,0,18.0,1,0,0,12000,0,12000
1,,1981.0,0,17.0,1,0,0,6000,0,6000
1,,,0,23.0,9,1,0,37000,0,37000
1,1968.0,1960.0,0,26.0,1,0,0,14400,0,14400
0,1988.0,,0,18.0,7,0,0,14400,0,14400
0,1983.0,1980.0,0,15.0,0,0,0,10000,0,10000
0,1983.0,1980.0,0,18.0,1,0,0,1360,0,1360
1,1972.0,,0,22.0,1,0,0,3000,0,3000
0,1981.0,1978.0,0,19.0,3,0,0,18000,0,18000
0,,,1,33.0,9,0,0,14400,0,14400
0,1957.0,1956.0,0,22.0,7,0,0,17851,0,17851
1,1982.0,,0,21.0,9,0,0,3800,0,3800
0,1976.0,,0,22.0,9,0,0,26624,0,26624
1,1982.0,,0,19.0,9,0,0,3200,0,3200
1,1983.0,1981.0,0,20.0,3,0,0,3250,0,3250
0,1983.0,,0,23.0,1,0,0,6000,0,6000
0,1983.0,,0,22.0,1,0,0,2310,0,2310
0,1978.0,,0,25.0,3,0,0,24000,0,24000
0,1983.0,,0,22.0,1,0,0,14400,0,14400
0,1976.0,,0,21.0,3,0,0,8640,0,8640
1,1983.0,,0,19.0,3,0,0,6000,0,6000
0,1976.0,,0,16.0,3,0,0,3800,0,3800
1,1972.0,,0,23.0,3,0,0,14400,0,14400
1,1972.0,,0,21.0,1,0,0,14400,0,14400
0,1975.0,1973.0,0,17.0,1,0,0,7600,0,7600
0,1976.0,1972.0,0,29.0,1,0,0,30000,0,30000
0,1972.0,,0,33.0,1,0,0,14400,0,14400
0,1972.0,,0,30.0,1,0,0,18000,0,18000
1,1977.0,,0,28.0,1,0,0,21840,0,21840
0,1963.0,1962.0,0,28.0,1,0,5000,5000,5000,10000
1,1983.0,,0,21.0,1,0,0,18900,0,18900
1,1976.0,,0,17.0,1,0,0,6500,0,6500
